Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7779696,"Son of Hamas: A Gripping Account of Terror, Betrayal, Political Intrigue, and Unthinkable Choices",Mosab Hassan Yousef,"Yousef, Mosab Hassan","مصعب حسن يوسف, Ron Brackin","=""1414333072""","=""9781414333076""",0,4.23,SaltRiver,Hardcover,265,2010,2011,,2024/09/09,to-look-into,to-look-into (#127),to-look-into,,,,0,0
39933,How to Read Literature Like a Professor,Thomas C. Foster,"Foster, Thomas C.",,"=""006000942X""","=""9780060009427""",0,3.59,Harper Perennial,Paperback,314,2003,2003,,2021/08/24,to-read,to-read (#760),to-read,,,,0,0
56791389,"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.50,Dandy House,Kindle Edition,446,2020,2020,,2024/09/08,to-look-into,to-look-into (#126),to-look-into,,,,0,0
44144746,The Minimalist Way: Minimalism Strategies to Declutter Your Life and Make Room for Joy,Erica Layne,"Layne, Erica",,"=""1641523468""","=""9781641523462""",0,3.84,Althea Press,Kindle Edition,174,2019,2019,,2024/09/05,to-look-into,to-look-into (#125),to-look-into,,,,0,0
35583282,Omertà,Clara Lamarca,"Lamarca, Clara",,"=""""","=""""",0,4.17,Amazon Publishing,Kindle Edition,355,2017,2017,,2024/09/05,to-look-into,to-look-into (#124),to-look-into,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2020/05/31,2020/05/17,"favorites, high-fantasy, fantasy-classics","favorites (#17), high-fantasy (#36), fantasy-classics (#1)",read,"This is tied with the Lord of the Rings for my favorite fantasy work of all time. It does so many things right without falling into so many pitfalls. I can tell the author has read a lot and really worked to produce something that both fulfills all of our desires for a classic epic fantasy tale, and yet feels distinct, beautiful, and original.<br/><br/>How can something be both classic and original at the same time?<br/><br/>It's classic because we have a hero who is orphaned at a young age, who then goes through epic travails for his coming-of-age, and becomes a man by the end of it. It has magic and action and adventure. He travels around this fantasy world and witnesses the inspiring, the mysterious, the monstrous.<br/><br/>And yet it's original. I can't remember the last time (ever, actually) that I read a fantasy book where the hero was a musician and a broke college student, constantly playing in an artist's bar and plying his magic to make a few pennies here and there to pay his way through college. So much of the plot revolves around money, and he has to track his money so meticulously, it's always on his mind, and I love it.<br/><br/>I also love the two magic systems. You have the magic of sympathy, which is a set of a few simple laws that can be easily understood but have a million applications. As the reader, I got to have a lot of fun really understanding the system and imagining the implications of this system on the world, seeing those play out, and then some. And a really cool thing was that he would get himself into certain predicaments and I would start imagining ""ooh, that's an interesting problem. With his magic, and the tools he has available, what could you do to solve this problem?"" And I would put the book down for a little bit and try to engineer the best solution I could, and then pick up the book and read and see what he came up with.<br/><br/>But then there's the second magic system: naming. Unlike the magic of sympathy, which is widely studied, for which there's a whole university that studies it, writes tomes on it, and builds up industry from it, the magic of naming is everything but. It is an ancient magic, and it is very poorly understood. It seems to have died out a long time ago, and no one knows how it works. It is mysterious, ethereal, elusive. All they know is that supposedly if you knew the true name of some substance (like earth, iron, or fire) then you could control that thing. The old books say that the most powerful of all names was the name of the wind.<br/><br/>There is one mad professor who has made it is project to discover how naming works, and our hero apprentices under him. The eccentric tasks he has him do, the lengths they go to, are really hilarious and interesting. A lot of the book centers around the discovering of this naming magic. While the magic of sympathy is a very functional thing that factors large into the plot, like perhaps the muscular system, by contrast, the magic of naming is like the soul of the book.<br/><br/>What more can I say without giving things away? This book feels very comfortable for me, reading as someone with a more scientific mind, who wants to understand how things work. I also really enjoy his eclecticism! You’ve got commentary on story itself throughout, you’ve got class and race, you’ve got love and action and adventure and science and magic and all that. Songs and plays and books are referenced throughout; he is a masterful world builder.<br/><br/>Probably the only troublesome thing is a bit of egoism in the main character. There is a sense of grandiosity in saying “oh yes, of course, our hero can do that too. Of course he’s also a master of this eighth thing in addition to the previous seven.” But that weakness is easily overlooked by all of the other things this book does so well.<br/><br/>One last thing. There are so many fantasy authors that fall short for me because what they don't have that I'm looking for is true beauty. That's the one thing Tolkien had that I find unmatched; others have better plot or characters or anything. But beauty and tone, that's what Tolkien has that I find unmatched. The beauty of his prose, and the beauty of his world.<br/><br/>And so I say that to say this...caveat, this book is in no way comparable to the Lord of the Rings; the two are quite distinct in many ways, but I must make one comparison. The Name of the Wind is the first book of fantasy that has restored that sense for me.",,,1,0
1136530,The Tao of Fully Feeling: Harvesting Forgiveness Out of Blame,Pete Walker,"Walker, Pete",,"=""0964299607""","=""9780964299603""",0,4.41,Azure Coyote Pub,Paperback,265,1995,1995,,2024/09/05,to-look-into,to-look-into (#123),to-look-into,,,,0,0
20556323,Complex PTSD: From Surviving to Thriving,Pete Walker,"Walker, Pete",,"=""""","=""""",0,4.55,Azure Coyote Publishing,Kindle Edition,376,2013,2013,,2024/09/05,to-look-into,to-look-into (#122),to-look-into,,,,0,0
53376379,Seeing Ghosts: A Memoir,Kat Chow,"Chow, Kat",,"=""1538716321""","=""9781538716328""",0,3.93,Grand Central Publishing,Hardcover,368,2021,2021,,2024/09/05,to-look-into,to-look-into (#121),to-look-into,,,,0,0
75292634,Father and Son: A Memoir,Jonathan Raban,"Raban, Jonathan",,"=""0375422455""","=""9780375422454""",0,3.72,Knopf,Hardcover,336,2023,2023,,2024/09/05,to-look-into,to-look-into (#120),to-look-into,,,,0,0
20370505,Everything That Remains: A Memoir by The Minimalists,Joshua Fields Millburn,"Millburn, Joshua Fields",Ryan Nicodemus,"=""1938793188""","=""9781938793189""",0,3.81,Asymmetrical Press,Paperback,232,2014,2013,,2024/09/03,"to-read, memoir","to-read (#759), memoir (#14)",to-read,,,,0,0
52770736,The Zoologist's Guide to the Galaxy: What Animals on Earth Reveal about Aliens – and Ourselves,Arik Kershenbaum,"Kershenbaum, Arik",,"=""024140679X""","=""9780241406793""",0,3.96,Viking,Hardcover,356,2020,2020,,2024/09/02,to-look-into,to-look-into (#119),to-look-into,,,,0,0
58775691,The Road to Roswell,Connie Willis,"Willis, Connie",,"=""0593499859""","=""9780593499856""",0,3.73,Del Rey,Hardcover,399,2023,2023,,2024/09/02,to-look-into,to-look-into (#118),to-look-into,,,,0,0
25430248,Crosstalk,Connie Willis,"Willis, Connie",,"=""0345540689""","=""9780345540683""",0,3.56,Del Rey,ebook,480,2016,2016,,2024/09/02,to-look-into,to-look-into (#117),to-look-into,,,,0,0
607642,The Nature of Alexander,Mary Renault,"Renault, Mary",,"=""039473825X""","=""9780394738253""",0,4.16,Pantheon Books,Mass Market Paperback,276,1976,1975,,2024/09/02,to-look-into,to-look-into (#116),to-look-into,,,,0,0
979802,The Praise Singer,Mary Renault,"Renault, Mary",,"=""0375714200""","=""9780375714207""",0,3.97,Knopf Doubleday Publishing Group,Paperback,256,2003,1978,,2024/09/02,to-look-into,to-look-into (#115),to-look-into,,,,0,0
360437,The Mask of Apollo,Mary Renault,"Renault, Mary",,"=""0394751051""","=""9780394751054""",0,4.06,Vintage,Paperback,372,1988,1966,,2024/09/02,to-look-into,to-look-into (#114),to-look-into,,,,0,0
67696,The Last of the Wine,Mary Renault,"Renault, Mary",,"=""0375726810""","=""9780375726811""",0,4.05,Vintage,Paperback,400,2001,1956,,2024/09/02,to-look-into,to-look-into (#113),to-look-into,,,,0,0
67697,"Fire from Heaven (Alexander the Great, #1)",Mary Renault,"Renault, Mary",,"=""0375726829""","=""9780375726828""",0,3.96,Vintage,Paperback,375,2002,1969,,2024/09/02,to-look-into,to-look-into (#112),to-look-into,,,,0,0
39359728,"The King Must Die (Theseus, #1)",Mary Renault,"Renault, Mary",,"=""1480433128""","=""9781480433120""",0,3.97,Open Road Media,Kindle Edition,354,2013,1958,,2024/09/02,to-look-into,to-look-into (#111),to-look-into,,,,0,0
357698,Angel Station,Walter Jon Williams,"Williams, Walter Jon",,"=""0812557875""","=""9780812557879""",0,3.69,Tor Books,Mass Market Paperback,393,1990,1989,,2024/09/02,decided-not-to-read,decided-not-to-read (#20),decided-not-to-read,,,,0,0
886131,"Metropolitan (Metropolitan, #1)",Walter Jon Williams,"Williams, Walter Jon",,"=""0061054410""","=""9780061054419""",0,3.81,HarperPrism,Mass Market Paperback,359,1996,1995,,2024/09/02,to-read,to-read (#758),to-read,,,,0,0
